QID,Brand,Model,Question,Dialogue,Report,,,,,,,
Q66274,日产,骊威,行驶过程中，前轮偶尔发生突然左偏现象，转向时，方向盘打的厉害的话，感觉车身抖动，求大师诊断。,技师说：有没有检查方向拉杆球头这些。|车主说：我不清楚了，车送去换轮胎，换完我去取的车，由于现在在外地，也没去找那换轮胎的，打算回去再说，现在是行驶过程中能明显的感觉到车突然左偏，不过是偶尔发生。|技师说：行驶起来跑偏还是定位没有做好，这个不要紧。回来再做一次。就可以。|车主说：好的，谢谢了,行驶时候跑偏，这个问题不大，在检查底盘悬挂后可以做一个四轮定位，就可以解决问题。,,,,,,,
Q60913,现代,途胜,09款途胜，自动2.0，发动机上有油怎么回事,技师说：这是气门室盖垫漏油|车主说：要修吗|技师说：先不用修|车主说：正常情况，什么情况了再修|技师说：漏油严重时，就是油比较多的时候|车主说：修了不一定好是这意思吗|技师说：是的|技师说：后换的垫不如原车耐用|车主说：这个车加什么样的机油合适|技师说：要好点的就是磁护|车主说：磁护，没听过|车主说：加什么样的就够了|车主说：13万公里了|技师说：嘉实多金加护|车主说：多少钱的|技师说：大概180左右|车主说：哦，|车主说：现在要换正时皮带吗|车主说：换过一次|车主说：[图片]|车主说：放大看下，|技师说：皮带这么看没什么问题|车主说：180是半合成吗|技师说：正时皮带建议更换|技师说：对|车主说：再便宜是什么油|车主说：矿物油吗|技师说：嘉实多加利|技师说：对|车主说：皮带虚了一条线出来了|技师说：不影响使用|车主说：要剪掉吗|技师说：不用|车主说：正时皮带多少钱|车主说：在吗|技师说：在正时皮带一套大概280左右,该部位有可能是气门室盖垫密封不良导致漏油，建议暂时可以先不用维修，等带状况严重直接更换，气门室盖垫,,,,,,,
Q57860,大众,捷达,我在西安市长安区，捷正汽车左前轴有问题，请问:换抽承多少钱，哪个汽修场可以换？,技师说：你好，更换传动轴大约在200块钱左右。去附近修理厂都可以更换的。,传动轴大约在300左右，可以去修理厂更换的。,,,,,,,
Q17397,宝马,宝马5系,宝马530i  6缸发动机  机油泵需要对记号吗   像图片中的机油泵需要对记号吗！,技师说：你好:这款机油泵没有记号。|车主说：那就是说 链条装上去就行了是吗  什么都不用对是吗？|车主说：还在吗|技师说：是的，我上次大修链条装上就可以了。,分析:这款宝马机油泵链轮不需要对记号。,,,,,,,
Q70159,斯巴鲁,森林人,喷水电机保险有电不喷水 ,技师说：您好，用试电笔检测一下车辆喷水的时候喷水电机位置的插头有没有电？如果插头有电的话，那就是喷水电机损坏造成的，如果插头没电，需要排查相关线路。|车主说：么有点|车主说：电|技师说：检查组合开关，和相关的线路|车主说：保险的英文是哪个|技师说：WIPER,保险丝没有问题，需要重点检查，喷水电机或者是雨刮开关是否有问题，一般都是，开关或者是线路故障导致的。,,,,,,,
Q5455,大众,帕萨特,1档换2档，加速会有异响,技师说：您好 就只有换档的时候有声音吗行驶中有没有声音的|车主说：行驶的时候没有|技师说：那呢就是说就换档有声音了是吗 那可能是分离不彻底或者是齿环不好引起的|车主说：缓慢加速也没有，如果是急加速，响声更大更久，就像拖档的声音|技师说：[语音]|车主说：更换离合器片有效果吗|技师说：[语音]|车主说：你发的语音听不到|技师说：先进行检查到底问题在哪里|技师说：再进行维修处理|技师说：把车顶起来挂个档跑听一下看看|车主说：4s店说要更换离合器片|技师说：可以确定是离合器片问题吗|车主说：没说|车主说：你是怎么判断的|技师说：您这种情况可以这样弄急加速的情况下我踩下离合器试下如果没有声音说明就是变速箱问题 如果有声音则可说明是离合器片问题|车主说：你的意思急加速踩刹车吗|技师说：我建议最好是把车顶起来然后您挂个档让修理工听下声音是从哪里发出来的|技师说：这样的话最好|车主说：好的|技师说：恩有什么情况了保持联系,您好这种情况的话一般如果只有换档有声音的话那么有可能是变速箱内部有问题了,,,,,,,
Q72527,长安,长安CS35,车行驶过程中转数达稳定到2000转后。感觉变速箱有嗡嗡嗡的声音,技师说：你好，这个你把几个踩下去听听还有吗|车主说：有。|技师说：检查一下是不是轮子轴承的声音|车主说：升起来 听了没有问题。声音是从变速箱出来的|技师说：那就先更换变速箱油，不行就要维修变速箱了|车主说：换了 还是一样|车主说：是齿轮有问题了么|技师说：里面的轴承|车主说：那初步维修费用大概要多少|技师说：维修大约要五百多|车主说：好的。谢谢??|技师说：客气了,这个是变速箱轴承的声音，必要时需要更换。这个需要拆解变速箱，费用大概在500左右。,,,,,,,
Q24765,双龙,享御,双龙享御启功时如果加大油门，手油泵有点吸扁，又不影响其它功能！啥原因？ ,技师说：您好，您的滤芯更换多长时间了？？|技师说：只要不影响正常使用一般不要紧的，估计是油泵泵油压力下加上手油泵外壳比较软所以会被吸扁|车主说：换了不久|车主说：前不久换柴滤时手油泵就有点扁|技师说：那车加大油能加上吗？|技师说：只要加急油门能加上是没有多大问题的，估计和柴油格的滤纸层数有关|车主说：能加上|技师说：那暂时不管它，您换的滤芯是什么牌子的？|车主说：原装进口的！|车主说：双龙专用的！|技师说：那不加大油手油泵不会扁吧|车主说：[语音]|车主说：[语音]|技师说：刚刚我试了一下我们厂里的皮卡车也是有点的|车主说：好的！谢谢！,您可以先检查一下油路是不是有轻微的堵，若是加油顺暢就不必要维修，可能是机器大油门运行产生的自然负压导致的,,,,,,,
Q47761,海马,福美来,马自达福美来各方面都咋样？,技师说：你好，新款的福美来这款车的整体性能还是不错的，车辆发动机底盘变速箱三大件的质量都比较稳定，外观设计大气。底盘比较扎实，整体的操控性特别好。|车主说：那一款比较实用呢？|技师说：看你购车预算，一般中等配置就可以|车主说：裸车七万五到八万吧，手动还是自动|技师说：如果平常家用，行驶路况比较拥堵，自动是首选  如果路况好，可以手动,你好，新款的福美来这款车的整体性能还是不错的，车辆发动机底盘变速箱三大件的质量都比较稳定，外观设计大气。底盘比较扎实，整体的操控性特别好。,,,,,,,
Q7459,奔驰,奔驰S级,请问奔驰w220，s350，04年，走了25万公里，最近车子一直抖，经检查后废气阀管路老化，包括进气支管也拆出来清洗积炭，但是全部管道换了之后，进气支管也清洗好装回去之后，发现进气支管下方还有轻微漏气，但是具体就不知道是哪里漏气，垫也是换新的，汽修厂说进气支管老化氧化造成的漏气，请问这样是不是要换新的进气支管？,技师说：你好，如果进气支管漏气的话，肯定会造成车辆发动机抖动的，如果是可以确定漏气位置，可以简单修补一下，如果是无法确定，只能更换新的进气支管|车主说：因为我原车漏气位置在支管底座，买拆车来的漏气位置在中间接缝，查应该可以查出来|技师说：找对位置，用焊塑枪焊一下|车主说：有没有什么办法查漏气的位置呢？|技师说：特专业的设备的，烟雾检漏仪。,你好，如果进气支管漏气的话，肯定会造成车辆发动机抖动的，如果是可以确定漏气位置，可以简单修补一下，如果是无法确定，只能更换新的进气支管,,,,,,,
Q34992,奥迪,奥迪A6L,06年奥迪A6L左后车门外面打不开，从里面打开后，再关上就好了。如果从新锁上车门还是如此。怎么回事？还有换爆震传感器多少钱？有离北京密云近的修理师吗？,技师说：您好，您这种情况是锁块机构的问题。传感器200块左右，你在这个平台上找某个地方的修理厂的话 不太好找的,一般是锁块机构的问题。,,,,,,,
Q62098,宝马,宝马X5,今天出现了这个 然后踩油门无力 踩到底都提不起速,技师说：车主你好，您着车拍照看看|车主说：[图片]|车主说：[图片]|技师说：有气囊灯亮了|车主说：气囊灯是前两天有车门锁有问题 换换就一直亮|技师说：还有一个手刹灯|车主说：手刹是拉上的|技师说：你把手刹放了再看看|车主说：会是油泵的问题吗|技师说：不一定，因为油泵是电器件需要电脑检测|技师说：您把手刹松开拍照看看|车主说：好吧 今天亮了这两个警示灯 踩油门就无力 车速提不起来|技师说：需要检查手刹，因为我怀疑是手刹松不开，导致提不起速|车主说：好的|技师说：嗯，有问题可以随时联系汽车大师。,需要检查一下手刹。,,,,,,,
Q16807,北汽绅宝,绅宝D70,客户说车子漏电，我用万能表没测出来，请指教,技师说：[语音]|技师说：[语音]|车主说：[图片]|车主说：[图片]|车主说：错了么？|技师说：[语音]|车主说：[图片]|车主说：这样？|技师说：[语音]|技师说：[语音]|车主说：[图片]|车主说：[图片]|车主说：没错了吧，电瓶拆了怎么锁|技师说：[语音]|技师说：[语音]|车主说：喇叭能叫，车遥控的，锁不到|技师说：[语音]|车主说：[图片]|车主说：锁了|技师说：[语音]|车主说：低于五十就对？|车主说：[图片]|技师说：[语音]|技师说：[语音]|车主说：我扒了个保险，是仪表保险丝常电|车主说：[图片]|技师说：[语音]|车主说：额额，好，谢谢，我先看看|车主说：如果变成全部是0，是不是就好了？|技师说：[语音]|车主说：额额，还问个问题。为什么负极拆掉了，用试灯量车身还有电了|技师说：[语音]|车主说：额额，也是啊，傻了|车主说：大师，你说的0.5一下是锁车门还是不锁|技师说：[语音]|车主说：额额,按照我上面的方法，进行操作就可以了，正常情况应该是不高于50毫安。,,,,,,,
